200215 134225.556|CONFIG|main|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/profiles/P43c08821-5a55-4a01-8984-c54f506e09d2/logs directory.
200215 165827.623|INFO|Thread-3749|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 98 MANUAL_REVIEW 112 min 6720518ms from TEAM6 @ site 1 id Run-7833200158951551484 problem Kelly-4632328234323282325 lang Java-7638789713309008913
200215 165827.656|INFO|Thread-3749|info|sendToClient b4 to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1092 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 165827.656|INFO|Thread-3749|info|sendToClient SERVER0 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165827.657|INFO|Thread-3749|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1092 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165827.658|INFO|Thread-3749|info|sendToClient af to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1092 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 165827.658|INFO|Thread-3749|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1093 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165827.659|INFO|Thread-3749|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1093 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165827.662|INFO|Thread-3749|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1093 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165827.670|INFO|Thread-3749|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1093 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165827.677|INFO|Thread-3749|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1093 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165827.691|INFO|Thread-3749|info|handlePacket end Packet[RUN_REQUEST] #66 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165827.691|INFO|Thread-3749|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165828.436|INFO|Thread-3756|info|receiveObject start got Packet[RUN_JUDGEMENT] #67 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165828.437|INFO|Thread-3756|info|receiveObject Packet[RUN_JUDGEMENT] #67 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165828.437|INFO|Thread-3756|info|handlePacket start Packet[RUN_JUDGEMENT] #67 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165828.437|INFO|Thread-3756|dumpPacket|Packet RUN_JUDGEMENT (Seq #67, o#67 ) handlePacket
200215 165828.437|INFO|Thread-3756|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 165828.437|INFO|Thread-3756|dumpPacket|    To: SERVER0 @ site 1
200215 165828.437|INFO|Thread-3756|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@27abfd01
200215 165828.437|INFO|Thread-3756|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-4189952585709361773 id JudgementRecord--1376941277348017270
200215 165828.437|INFO|Thread-3756|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 165828.437|INFO|Thread-3756|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 98 JUDGED 112 min 6720518ms from TEAM6 @ site 1 id Run-7833200158951551484 problem Kelly-4632328234323282325 lang Java-7638789713309008913
200215 165828.461|DEBUG|Thread-3756|logDebugMessage|Run Event Run 98 JUDGED 112 min 6720518ms from TEAM6 @ site 1 id Run-7833200158951551484 problem Kelly-4632328234323282325 lang Java-7638789713309008913 CHANGED 
200215 165828.462|INFO|Thread-3756|info|sendToClient b4 to TEAM6 @ site 1 Packet[RUN_JUDGEMENT] #1094 SERVER0 @ site 1 -> TEAM6 @ site 1
200215 165828.463|INFO|Thread-3756|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.16,port=1438,localport=50002]--8386756703926258049
200215 165828.464|INFO|Thread-3756|info|sendToClient (send) TEAM6 @ site 1 Packet[RUN_JUDGEMENT] #1094 SERVER0 @ site 1 -> TEAM6 @ site 1 Socket[addr=/192.168.1.16,port=1438,localport=50002]--8386756703926258049
200215 165828.464|INFO|Thread-3756|info|sendToClient af to TEAM6 @ site 1 Packet[RUN_JUDGEMENT] #1094 SERVER0 @ site 1 -> TEAM6 @ site 1
200215 165828.465|INFO|Thread-3756|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1095 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165828.466|INFO|Thread-3756|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1095 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165828.468|INFO|Thread-3756|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1095 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165828.473|INFO|Thread-3756|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1095 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165828.475|INFO|Thread-3756|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1095 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165828.475|INFO|Thread-3756|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165829.023|INFO|Thread-3763|info|receiveObject start got Packet[RUN_REQUEST] #68 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.024|INFO|Thread-3763|info|receiveObject Packet[RUN_REQUEST] #68 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.024|INFO|Thread-3763|info|handlePacket start Packet[RUN_REQUEST] #68 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.024|INFO|Thread-3763|dumpPacket|Packet RUN_REQUEST (Seq #68, o#68 ) handlePacket
200215 165829.024|INFO|Thread-3763|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 165829.024|INFO|Thread-3763|dumpPacket|    To: SERVER0 @ site 1
200215 165829.024|INFO|Thread-3763|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 165829.024|INFO|Thread-3763|dumpPacket|   key: READ_ONLY is: java.lang.Boolean false
200215 165829.024|INFO|Thread-3763|dumpPacket|   key: COMPUTER_JUDGE is: java.lang.Boolean false
200215 165829.024|INFO|Thread-3763|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 MANUAL_REVIEW 112 min 6767920ms from TEAM1 @ site 1 id Run-8190587944888464538 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 165829.051|INFO|Thread-3763|info|sendToClient b4 to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1096 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 165829.052|INFO|Thread-3763|info|sendToClient SERVER0 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165829.052|INFO|Thread-3763|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1096 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165829.053|INFO|Thread-3763|info|sendToClient af to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1096 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 165829.054|INFO|Thread-3763|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1097 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165829.055|INFO|Thread-3763|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1097 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165829.056|INFO|Thread-3763|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1097 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165829.058|INFO|Thread-3763|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1097 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165829.059|INFO|Thread-3763|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1097 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165829.060|INFO|Thread-3763|info|handlePacket end Packet[RUN_REQUEST] #68 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.060|INFO|Thread-3763|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165829.486|INFO|Thread-3770|info|receiveObject start got Packet[RUN_JUDGEMENT] #69 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.486|INFO|Thread-3770|info|receiveObject Packet[RUN_JUDGEMENT] #69 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.487|INFO|Thread-3770|info|handlePacket start Packet[RUN_JUDGEMENT] #69 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.487|INFO|Thread-3770|dumpPacket|Packet RUN_JUDGEMENT (Seq #69, o#69 ) handlePacket
200215 165829.487|INFO|Thread-3770|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 165829.487|INFO|Thread-3770|dumpPacket|    To: SERVER0 @ site 1
200215 165829.487|INFO|Thread-3770|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@7e5e14d4
200215 165829.487|INFO|Thread-3770|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-4189952585709361773 id JudgementRecord--4118413737428037324
200215 165829.488|INFO|Thread-3770|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 165829.488|INFO|Thread-3770|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 JUDGED 112 min 6767920ms from TEAM1 @ site 1 id Run-8190587944888464538 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 165829.510|DEBUG|Thread-3770|logDebugMessage|Run Event Run 100 JUDGED 112 min 6767920ms from TEAM1 @ site 1 id Run-8190587944888464538 problem Emilio--1343789064720061820 lang Java-7638789713309008913 CHANGED 
200215 165829.510|INFO|Thread-3770|info|sendToClient b4 to TEAM1 @ site 1 Packet[RUN_JUDGEMENT] #1098 SERVER0 @ site 1 -> TEAM1 @ site 1
200215 165829.510|INFO|Thread-3770|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.3,port=63694,localport=50002]-1280313514505692678
200215 165829.510|INFO|Thread-3770|info|sendToClient (send) TEAM1 @ site 1 Packet[RUN_JUDGEMENT] #1098 SERVER0 @ site 1 -> TEAM1 @ site 1 Socket[addr=/192.168.1.3,port=63694,localport=50002]-1280313514505692678
200215 165829.510|INFO|Thread-3770|info|sendToClient af to TEAM1 @ site 1 Packet[RUN_JUDGEMENT] #1098 SERVER0 @ site 1 -> TEAM1 @ site 1
200215 165829.510|INFO|Thread-3770|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1099 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165829.510|INFO|Thread-3770|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1099 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165829.511|INFO|Thread-3770|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1099 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165829.512|INFO|Thread-3770|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1099 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165829.512|INFO|Thread-3770|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1099 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165829.522|INFO|Thread-3770|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165829.900|INFO|Thread-3777|info|receiveObject start got Packet[RUN_JUDGEMENT] #70 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.900|INFO|Thread-3777|info|receiveObject Packet[RUN_JUDGEMENT] #70 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.900|INFO|Thread-3777|info|handlePacket start Packet[RUN_JUDGEMENT] #70 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.900|INFO|Thread-3777|dumpPacket|Packet RUN_JUDGEMENT (Seq #70, o#70 ) handlePacket
200215 165829.900|INFO|Thread-3777|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 165829.901|INFO|Thread-3777|dumpPacket|    To: SERVER0 @ site 1
200215 165829.901|INFO|Thread-3777|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@248405c5
200215 165829.901|INFO|Thread-3777|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-4189952585709361773 id JudgementRecord--6680468677977849143
200215 165829.901|INFO|Thread-3777|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 165829.901|INFO|Thread-3777|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 100 JUDGED 112 min 6767920ms from TEAM1 @ site 1 id Run-8190587944888464538 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 165829.901|WARNING|Thread-3777|logException|Odd that. 
|java.lang.Exception: addRunJudgement - not in checkedout list, whoCheckedOut is null 
|    at edu.csus.ecs.pc2.core.model.InternalContest.addRunJudgement (InternalContest.java:1515)
|    at edu.csus.ecs.pc2.core.PacketHandler.judgeRun (PacketHandler.java:3301)
|    at edu.csus.ecs.pc2.core.PacketHandler.acceptRunJudgement (PacketHandler.java:1831)
|    at edu.csus.ecs.pc2.core.PacketHandler.handlePacket (PacketHandler.java:208)
|    at edu.csus.ecs.pc2.core.InternalController.processPacket (InternalController.java:1996)
|    at edu.csus.ecs.pc2.core.InternalController.receiveObject (InternalController.java:1442)
|    at edu.csus.ecs.pc2.core.transport.TransportManager$1.run (TransportManager.java:335)
|    at java.lang.Thread.run (Thread.java:748)
200215 165829.921|DEBUG|Thread-3777|logDebugMessage|Run Event Run 100 JUDGED 112 min 6767920ms from TEAM1 @ site 1 id Run-8190587944888464538 problem Emilio--1343789064720061820 lang Java-7638789713309008913 CHANGED 
200215 165829.922|INFO|Thread-3777|info|sendToClient b4 to TEAM1 @ site 1 Packet[RUN_JUDGEMENT] #1100 SERVER0 @ site 1 -> TEAM1 @ site 1
200215 165829.922|INFO|Thread-3777|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.3,port=63694,localport=50002]-1280313514505692678
200215 165829.922|INFO|Thread-3777|info|sendToClient (send) TEAM1 @ site 1 Packet[RUN_JUDGEMENT] #1100 SERVER0 @ site 1 -> TEAM1 @ site 1 Socket[addr=/192.168.1.3,port=63694,localport=50002]-1280313514505692678
200215 165829.922|INFO|Thread-3777|info|sendToClient af to TEAM1 @ site 1 Packet[RUN_JUDGEMENT] #1100 SERVER0 @ site 1 -> TEAM1 @ site 1
200215 165829.922|INFO|Thread-3777|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1101 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165829.923|INFO|Thread-3777|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1101 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165829.924|INFO|Thread-3777|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1101 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165829.924|INFO|Thread-3777|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1101 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165829.925|INFO|Thread-3777|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #1101 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165829.925|INFO|Thread-3777|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165829.996|INFO|Thread-3784|info|receiveObject start got Packet[RUN_REQUEST] #71 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.996|INFO|Thread-3784|info|receiveObject Packet[RUN_REQUEST] #71 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.997|INFO|Thread-3784|info|handlePacket start Packet[RUN_REQUEST] #71 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165829.997|INFO|Thread-3784|dumpPacket|Packet RUN_REQUEST (Seq #71, o#71 ) handlePacket
200215 165829.997|INFO|Thread-3784|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 165829.998|INFO|Thread-3784|dumpPacket|    To: SERVER0 @ site 1
200215 165829.998|INFO|Thread-3784|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 165829.998|INFO|Thread-3784|dumpPacket|   key: READ_ONLY is: java.lang.Boolean false
200215 165829.998|INFO|Thread-3784|dumpPacket|   key: COMPUTER_JUDGE is: java.lang.Boolean false
200215 165829.999|INFO|Thread-3784|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 101 MANUAL_REVIEW 114 min 6850366ms from TEAM11 @ site 1 id Run--7200191745045487809 problem Teresa--1859936217600923460 lang Java-7638789713309008913
200215 165830.027|INFO|Thread-3784|info|sendToClient b4 to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1102 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 165830.027|INFO|Thread-3784|info|sendToClient SERVER0 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165830.027|INFO|Thread-3784|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1102 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165830.027|INFO|Thread-3784|info|sendToClient af to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #1102 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 165830.028|INFO|Thread-3784|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1103 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165830.029|INFO|Thread-3784|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1103 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165830.033|INFO|Thread-3784|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1103 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165830.036|INFO|Thread-3784|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1103 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165830.037|INFO|Thread-3784|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #1103 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165830.041|INFO|Thread-3784|info|handlePacket end Packet[RUN_REQUEST] #71 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 165830.042|INFO|Thread-3784|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165831.519|INFO|Thread-3791|info|receiveObject start got Packet[RUN_SUBMISSION] #9 TEAM8 @ site 1 -> SERVER0 @ site 1
200215 165831.519|INFO|Thread-3791|info|receiveObject Packet[RUN_SUBMISSION] #9 TEAM8 @ site 1 -> SERVER0 @ site 1
200215 165831.519|INFO|Thread-3791|info|handlePacket start Packet[RUN_SUBMISSION] #9 TEAM8 @ site 1 -> SERVER0 @ site 1
200215 165831.519|INFO|Thread-3791|dumpPacket|Packet RUN_SUBMISSION (Seq #9, o#9 ) handlePacket
200215 165831.519|INFO|Thread-3791|dumpPacket|  From: TEAM8 @ site 1, oTEAM8 @ site 1 (AlexsFamily-PC @ 192.168.1.14) (Contest Id: Default-3737554909911913459)
200215 165831.519|INFO|Thread-3791|dumpPacket|    To: SERVER0 @ site 1
200215 165831.520|INFO|Thread-3791|dumpPacket|   key: RUN_FILES is: edu.csus.ecs.pc2.core.model.RunFiles ["MainFile":"Emilio.java","OtherFiles":[]]
200215 165831.520|INFO|Thread-3791|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 0 QUEUED_FOR_COMPUTER_JUDGEMENT 0 min 0ms from TEAM8 @ site 1 id Run-5141113324325729440 problem Emilio--1343789064720061820 lang Java-7638789713309008913
200215 165831.559|DEBUG|Thread-3791|logDebugMessage|Run Event Run 106 QUEUED_FOR_COMPUTER_JUDGEMENT 118 min 7109842ms from TEAM8 @ site 1 id Run-5141113324325729440 problem Emilio--1343789064720061820 lang Java-7638789713309008913 ADDED 
200215 165831.559|INFO|Thread-3791|info|sendToClient b4 to TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1
200215 165831.559|INFO|Thread-3791|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.14,port=11362,localport=50002]-8398286161554254772
200215 165831.559|INFO|Thread-3791|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/192.168.1.14,port=11362,localport=50002]-8398286161554254772
200215 165831.559|INFO|Thread-3791|info|sendToClient af to TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1
200215 165831.559|INFO|Thread-3791|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 165831.559|INFO|Thread-3791|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 165831.560|INFO|Thread-3791|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/192.168.1.23,port=3131,localport=50002]-2776710614574440703
200215 165831.560|INFO|Thread-3791|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/127.0.0.1,port=65315,localport=50002]-379372538681267345
200215 165831.560|INFO|Thread-3791|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #1104 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 165831.561|INFO|Thread-3791|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 165831.623|INFO|Thread-3798|info|receiveObject start got Packet[RUN_REQUEST] #131 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 165831.624|INFO|Thread-3798|info|receiveObject Packet[RUN_REQUEST] #131 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 165831.624|INFO|Thread-3798|info|handlePacket start Packet[RUN_REQUEST] #131 JUDGE2 @ site 1 -> SERVER0 @ site 1
200215 165831.624|INFO|Thread-3798|dumpPacket|Packet RUN_REQUEST (Seq #131, o#131 ) handlePacket
200215 165831.624|INFO|Thread-3798|dumpPacket|  From: JUDGE2 @ site 1, oJUDGE2 @ site 1 (DESKTOP-NNF5Q7D @ 192.168.1.12) (Contest Id: Default-3737554909911913459)
200215 165831.624|INFO|Thread-3798|dumpPacket|    To: SERVER0 @ site 1
